Area_name,Area_type,Average_2018_2019,Category,Count,Month,Type,Variation (%)
Dumfries & Galloway,HSC partnership,32.5,65-79,40,2021-06-01,age,23.1
Dundee City,HSC partnership,30.5,65-79,28,2021-06-01,age,-8.2
East Ayrshire,HSC partnership,25,65-79,19,2021-06-01,age,-24
East Dunbartonshire,HSC partnership,18,65-79,22,2021-06-01,age,22.2
East Lothian,HSC partnership,18,65-79,17,2021-06-01,age,-5.6
East Renfrewshire,HSC partnership,11,65-79,20,2021-06-01,age,81.8
Edinburgh,HSC partnership,66.5,65-79,83,2021-06-01,age,24.8
Falkirk,HSC partnership,34,65-79,34,2021-06-01,age,0
Fife,HSC partnership,82,65-79,75,2021-06-01,age,-8.5
Glasgow City,HSC partnership,105.5,65-79,114,2021-06-01,age,8.1
Highland,HSC partnership,37,65-79,41,2021-06-01,age,10.8
Inverclyde,HSC partnership,15.5,65-79,21,2021-06-01,age,35.5
Midlothian,HSC partnership,12,65-79,16,2021-06-01,age,33.3
Moray,HSC partnership,17.5,65-79,17,2021-06-01,age,-2.9
North Ayrshire,HSC partnership,34.5,65-79,33,2021-06-01,age,-4.3
North Lanarkshire,HSC partnership,63.5,65-79,70,2021-06-01,age,10.2
Perth & Kinross,HSC partnership,28,65-79,29,2021-06-01,age,3.6
Renfrewshire,HSC partnership,32,65-79,28,2021-06-01,age,-12.5
Scottish Borders,HSC partnership,26,65-79,28,2021-06-01,age,7.7
South Ayrshire,HSC partnership,29.5,65-79,24,2021-06-01,age,-18.6
South Lanarkshire,HSC partnership,61,65-79,85,2021-06-01,age,39.3
West Dunbartonshire,HSC partnership,18.5,65-79,16,2021-06-01,age,-13.5
West Lothian,HSC partnership,33.5,65-79,38,2021-06-01,age,13.4
Western Isles,HSC partnership,12,65-79,12,2021-06-01,age,0
Aberdeen City,HSC partnership,42,80 and over,40,2021-06-01,age,-4.8
Aberdeenshire,HSC partnership,40.5,80 and over,47,2021-06-01,age,16
Angus,HSC partnership,39.5,80 and over,35,2021-06-01,age,-11.4
Argyll & Bute,HSC partnership,30,80 and over,24,2021-06-01,age,-20
Clackmannanshire & Stirling,HSC partnership,33.5,80 and over,43,2021-06-01,age,28.4
Dumfries & Galloway,HSC partnership,36.5,80 and over,48,2021-06-01,age,31.5
Dundee City,HSC partnership,47,80 and over,41,2021-06-01,age,-12.8
East Ayrshire,HSC partnership,31,80 and over,22,2021-06-01,age,-29
East Dunbartonshire,HSC partnership,38,80 and over,32,2021-06-01,age,-15.8
East Lothian,HSC partnership,22,80 and over,35,2021-06-01,age,59.1
East Renfrewshire,HSC partnership,24,80 and over,24,2021-06-01,age,0
Edinburgh,HSC partnership,119,80 and over,143,2021-06-01,age,20.2
Falkirk,HSC partnership,40,80 and over,46,2021-06-01,age,15
Fife,HSC partnership,111.5,80 and over,114,2021-06-01,age,2.2
Glasgow City,HSC partnership,111.5,80 and over,131,2021-06-01,age,17.5
Highland,HSC partnership,42,80 and over,37,2021-06-01,age,-11.9
Inverclyde,HSC partnership,20,80 and over,17,2021-06-01,age,-15
Midlothian,HSC partnership,19,80 and over,27,2021-06-01,age,42.1
Moray,HSC partnership,15,80 and over,16,2021-06-01,age,6.7
North Ayrshire,HSC partnership,23,80 and over,22,2021-06-01,age,-4.3
North Lanarkshire,HSC partnership,60,80 and over,64,2021-06-01,age,6.7
Perth & Kinross,HSC partnership,49.5,80 and over,45,2021-06-01,age,-9.1
Renfrewshire,HSC partnership,34.5,80 and over,34,2021-06-01,age,-1.4
Scottish Borders,HSC partnership,32,80 and over,28,2021-06-01,age,-12.5
Shetland Islands,HSC partnership,4.5,80 and over,5,2021-06-01,age,11.1
South Ayrshire,HSC partnership,36,80 and over,40,2021-06-01,age,11.1
South Lanarkshire,HSC partnership,73.5,80 and over,87,2021-06-01,age,18.4
West Dunbartonshire,HSC partnership,19,80 and over,20,2021-06-01,age,5.3
West Lothian,HSC partnership,33,80 and over,37,2021-06-01,age,12.1
Western Isles,HSC partnership,10.5,80 and over,9,2021-06-01,age,-14.3
Aberdeen City,HSC partnership,185.5,All,173,2021-06-01,all,-6.7
Aberdeenshire,HSC partnership,184.5,All,204,2021-06-01,all,10.6
Angus,HSC partnership,142,All,132,2021-06-01,all,-7
Argyll & Bute,HSC partnership,115.5,All,110,2021-06-01,all,-4.8
Clackmannanshire & Stirling,HSC partnership,145,All,167,2021-06-01,all,15.2
Dumfries & Galloway,HSC partnership,142,All,166,2021-06-01,all,16.9
Dundee City,HSC partnership,176,All,181,2021-06-01,all,2.8
East Ayrshire,HSC partnership,145.5,All,110,2021-06-01,all,-24.4
East Dunbartonshire,HSC partnership,112.5,All,113,2021-06-01,all,0.4
East Lothian,HSC partnership,89.5,All,106,2021-06-01,all,18.4
East Renfrewshire,HSC partnership,74.5,All,69,2021-06-01,all,-7.4
Edinburgh,HSC partnership,391,All,460,2021-06-01,all,17.6
Falkirk,HSC partnership,166,All,170,2021-06-01,all,2.4
Fife,HSC partnership,377,All,373,2021-06-01,all,-1.1
Glasgow City,HSC partnership,676,All,718,2021-06-01,all,6.2
Highland,HSC partnership,174.5,All,159,2021-06-01,all,-8.9
Inverclyde,HSC partnership,81.5,All,88,2021-06-01,all,8
Midlothian,HSC partnership,70,All,91,2021-06-01,all,30
Moray,HSC partnership,76.5,All,89,2021-06-01,all,16.3
North Ayrshire,HSC partnership,139,All,144,2021-06-01,all,3.6
North Lanarkshire,HSC partnership,318.5,All,361,2021-06-01,all,13.3
Orkney Islands,HSC partnership,18,All,10,2021-06-01,all,-44.4
Perth & Kinross,HSC partnership,165,All,153,2021-06-01,all,-7.3
Renfrewshire,HSC partnership,168.5,All,167,2021-06-01,all,-0.9
Scottish Borders,HSC partnership,126,All,107,2021-06-01,all,-15.1
Shetland Islands,HSC partnership,21.5,All,20,2021-06-01,all,-7
South Ayrshire,HSC partnership,127.5,All,116,2021-06-01,all,-9
South Lanarkshire,HSC partnership,321.5,All,323,2021-06-01,all,0.5
West Dunbartonshire,HSC partnership,102.5,All,95,2021-06-01,all,-7.3
West Lothian,HSC partnership,172,All,177,2021-06-01,all,2.9
Western Isles,HSC partnership,43,All,41,2021-06-01,all,-4.7
Aberdeen City,HSC partnership,76.5,Female,78,2021-06-01,sex,2
Aberdeenshire,HSC partnership,86,Female,103,2021-06-01,sex,19.8
Angus,HSC partnership,69.5,Female,79,2021-06-01,sex,13.7
Argyll & Bute,HSC partnership,61,Female,48,2021-06-01,sex,-21.3
Clackmannanshire & Stirling,HSC partnership,71,Female,84,2021-06-01,sex,18.3
Dumfries & Galloway,HSC partnership,74.5,Female,84,2021-06-01,sex,12.8
Dundee City,HSC partnership,90,Female,77,2021-06-01,sex,-14.4
East Ayrshire,HSC partnership,70,Female,60,2021-06-01,sex,-14.3
East Dunbartonshire,HSC partnership,61,Female,60,2021-06-01,sex,-1.6
East Lothian,HSC partnership,40.5,Female,55,2021-06-01,sex,35.8
East Renfrewshire,HSC partnership,40,Female,44,2021-06-01,sex,10
Edinburgh,HSC partnership,191.5,Female,252,2021-06-01,sex,31.6
Falkirk,HSC partnership,85.5,Female,85,2021-06-01,sex,-0.6
Fife,HSC partnership,205,Female,203,2021-06-01,sex,-1
Glasgow City,HSC partnership,294,Female,353,2021-06-01,sex,20.1
Highland,HSC partnership,90.5,Female,78,2021-06-01,sex,-13.8
Inverclyde,HSC partnership,39.5,Female,41,2021-06-01,sex,3.8
Midlothian,HSC partnership,35.5,Female,61,2021-06-01,sex,71.8
Moray,HSC partnership,39,Female,39,2021-06-01,sex,0
North Ayrshire,HSC partnership,62,Female,63,2021-06-01,sex,1.6
North Lanarkshire,HSC partnership,144.5,Female,174,2021-06-01,sex,20.4
Perth & Kinross,HSC partnership,83,Female,70,2021-06-01,sex,-15.7
Renfrewshire,HSC partnership,83,Female,81,2021-06-01,sex,-2.4
Scottish Borders,HSC partnership,53.5,Female,52,2021-06-01,sex,-2.8
Shetland Islands,HSC partnership,10.5,Female,13,2021-06-01,sex,23.8
South Ayrshire,HSC partnership,69.5,Female,67,2021-06-01,sex,-3.6
South Lanarkshire,HSC partnership,157,Female,179,2021-06-01,sex,14
West Dunbartonshire,HSC partnership,45,Female,44,2021-06-01,sex,-2.2
West Lothian,HSC partnership,74.5,Female,96,2021-06-01,sex,28.9
Western Isles,HSC partnership,22.5,Female,20,2021-06-01,sex,-11.1
Aberdeen City,HSC partnership,68.5,Home,88,2021-06-01,injurylocation,28.5
Aberdeenshire,HSC partnership,81.5,Home,92,2021-06-01,injurylocation,12.9
Angus,HSC partnership,50.5,Home,60,2021-06-01,injurylocation,18.8
Argyll & Bute,HSC partnership,42,Home,43,2021-06-01,injurylocation,2.4
Clackmannanshire & Stirling,HSC partnership,38,Home,42,2021-06-01,injurylocation,10.5
Dumfries & Galloway,HSC partnership,58.5,Home,74,2021-06-01,injurylocation,26.5
Dundee City,HSC partnership,63,Home,82,2021-06-01,injurylocation,30.2
East Ayrshire,HSC partnership,42.5,Home,38,2021-06-01,injurylocation,-10.6
East Dunbartonshire,HSC partnership,30.5,Home,29,2021-06-01,injurylocation,-4.9
East Lothian,HSC partnership,34.5,Home,49,2021-06-01,injurylocation,42
East Renfrewshire,HSC partnership,21,Home,28,2021-06-01,injurylocation,33.3
Edinburgh,HSC partnership,151.5,Home,220,2021-06-01,injurylocation,45.2
Falkirk,HSC partnership,44,Home,51,2021-06-01,injurylocation,15.9
Fife,HSC partnership,150,Home,150,2021-06-01,injurylocation,0
Glasgow City,HSC partnership,179,Home,186,2021-06-01,injurylocation,3.9
Highland,HSC partnership,46.5,Home,49,2021-06-01,injurylocation,5.4
Inverclyde,HSC partnership,26.5,Home,17,2021-06-01,injurylocation,-35.8
Midlothian,HSC partnership,28,Home,43,2021-06-01,injurylocation,53.6
Moray,HSC partnership,21.5,Home,26,2021-06-01,injurylocation,20.9
North Ayrshire,HSC partnership,40.5,Home,45,2021-06-01,injurylocation,11.1
North Lanarkshire,HSC partnership,76.5,Home,122,2021-06-01,injurylocation,59.5
Perth & Kinross,HSC partnership,52,Home,64,2021-06-01,injurylocation,23.1
Renfrewshire,HSC partnership,39.5,Home,41,2021-06-01,injurylocation,3.8
Scottish Borders,HSC partnership,54.5,Home,56,2021-06-01,injurylocation,2.8
Shetland Islands,HSC partnership,5,Home,8,2021-06-01,injurylocation,60
South Ayrshire,HSC partnership,50.5,Home,49,2021-06-01,injurylocation,-3
South Lanarkshire,HSC partnership,91,Home,99,2021-06-01,injurylocation,8.8
West Dunbartonshire,HSC partnership,26,Home,21,2021-06-01,injurylocation,-19.2
West Lothian,HSC partnership,52,Home,82,2021-06-01,injurylocation,57.7
Western Isles,HSC partnership,6,Home,13,2021-06-01,injurylocation,116.7
Aberdeen City,HSC partnership,109,Male,95,2021-06-01,sex,-12.8
Aberdeenshire,HSC partnership,98.5,Male,101,2021-06-01,sex,2.5
Angus,HSC partnership,72.5,Male,53,2021-06-01,sex,-26.9
Argyll & Bute,HSC partnership,54.5,Male,62,2021-06-01,sex,13.8
Clackmannanshire & Stirling,HSC partnership,74,Male,83,2021-06-01,sex,12.2
Dumfries & Galloway,HSC partnership,67.5,Male,82,2021-06-01,sex,21.5
Dundee City,HSC partnership,86,Male,104,2021-06-01,sex,20.9
East Ayrshire,HSC partnership,75.5,Male,50,2021-06-01,sex,-33.8
East Dunbartonshire,HSC partnership,51.5,Male,53,2021-06-01,sex,2.9
East Lothian,HSC partnership,49,Male,51,2021-06-01,sex,4.1
East Renfrewshire,HSC partnership,34.5,Male,25,2021-06-01,sex,-27.5
Edinburgh,HSC partnership,199.5,Male,208,2021-06-01,sex,4.3
Falkirk,HSC partnership,80.5,Male,85,2021-06-01,sex,5.6
Fife,HSC partnership,172,Male,170,2021-06-01,sex,-1.2
Glasgow City,HSC partnership,382,Male,365,2021-06-01,sex,-4.5
Highland,HSC partnership,84,Male,81,2021-06-01,sex,-3.6
Inverclyde,HSC partnership,42,Male,47,2021-06-01,sex,11.9
Midlothian,HSC partnership,34.5,Male,30,2021-06-01,sex,-13
Moray,HSC partnership,37.5,Male,50,2021-06-01,sex,33.3
North Ayrshire,HSC partnership,77,Male,81,2021-06-01,sex,5.2
North Lanarkshire,HSC partnership,174,Male,187,2021-06-01,sex,7.5
Orkney Islands,HSC partnership,8.5,Male,8,2021-06-01,sex,-5.9
Perth & Kinross,HSC partnership,82,Male,83,2021-06-01,sex,1.2
Renfrewshire,HSC partnership,85.5,Male,86,2021-06-01,sex,0.6
Scottish Borders,HSC partnership,72.5,Male,55,2021-06-01,sex,-24.1
Shetland Islands,HSC partnership,11,Male,7,2021-06-01,sex,-36.4
South Ayrshire,HSC partnership,58,Male,49,2021-06-01,sex,-15.5
South Lanarkshire,HSC partnership,164.5,Male,144,2021-06-01,sex,-12.5
West Dunbartonshire,HSC partnership,57.5,Male,51,2021-06-01,sex,-11.3
West Lothian,HSC partnership,97.5,Male,81,2021-06-01,sex,-16.9
Western Isles,HSC partnership,20.5,Male,21,2021-06-01,sex,2.4
Aberdeen City,HSC partnership,44.5,Other,43,2021-06-01,injurylocation,-3.4
Aberdeenshire,HSC partnership,38.5,Other,56,2021-06-01,injurylocation,45.5
Angus,HSC partnership,21.5,Other,27,2021-06-01,injurylocation,25.6
Argyll & Bute,HSC partnership,20,Other,16,2021-06-01,injurylocation,-20
Clackmannanshire & Stirling,HSC partnership,18.5,Other,24,2021-06-01,injurylocation,29.7
Dumfries & Galloway,HSC partnership,38,Other,45,2021-06-01,injurylocation,18.4
Dundee City,HSC partnership,28,Other,38,2021-06-01,injurylocation,35.7
East Ayrshire,HSC partnership,27.5,Other,15,2021-06-01,injurylocation,-45.5
East Dunbartonshire,HSC partnership,17,Other,12,2021-06-01,injurylocation,-29.4
East Lothian,HSC partnership,15.5,Other,21,2021-06-01,injurylocation,35.5
East Renfrewshire,HSC partnership,13.5,Other,12,2021-06-01,injurylocation,-11.1
Edinburgh,HSC partnership,68,Other,83,2021-06-01,injurylocation,22.1
Falkirk,HSC partnership,22,Other,27,2021-06-01,injurylocation,22.7
Fife,HSC partnership,69,Other,67,2021-06-01,injurylocation,-2.9
Glasgow City,HSC partnership,76.5,Other,87,2021-06-01,injurylocation,13.7
Highland,HSC partnership,27,Other,24,2021-06-01,injurylocation,-11.1
Inverclyde,HSC partnership,12,Other,10,2021-06-01,injurylocation,-16.7
Midlothian,HSC partnership,11.5,Other,14,2021-06-01,injurylocation,21.7
Moray,HSC partnership,12.5,Other,12,2021-06-01,injurylocation,-4
North Ayrshire,HSC partnership,24,Other,29,2021-06-01,injurylocation,20.8
North Lanarkshire,HSC partnership,38,Other,43,2021-06-01,injurylocation,13.2
Perth & Kinross,HSC partnership,31.5,Other,28,2021-06-01,injurylocation,-11.1
Renfrewshire,HSC partnership,29,Other,19,2021-06-01,injurylocation,-34.5
Scottish Borders,HSC partnership,22,Other,8,2021-06-01,injurylocation,-63.6
Shetland Islands,HSC partnership,6.5,Other,6,2021-06-01,injurylocation,-7.7
South Ayrshire,HSC partnership,22.5,Other,28,2021-06-01,injurylocation,24.4
South Lanarkshire,HSC partnership,37.5,Other,74,2021-06-01,injurylocation,97.3
West Dunbartonshire,HSC partnership,11,Other,8,2021-06-01,injurylocation,-27.3
West Lothian,HSC partnership,29,Other,30,2021-06-01,injurylocation,3.4
Western Isles,HSC partnership,5,Other,5,2021-06-01,injurylocation,0
Aberdeen City,HSC partnership,52.5,Undisclosed,29,2021-06-01,injurylocation,-44.8
Aberdeenshire,HSC partnership,40,Undisclosed,36,2021-06-01,injurylocation,-10
Angus,HSC partnership,54,Undisclosed,29,2021-06-01,injurylocation,-46.3
Argyll & Bute,HSC partnership,41.5,Undisclosed,39,2021-06-01,injurylocation,-6
Clackmannanshire & Stirling,HSC partnership,72.5,Undisclosed,83,2021-06-01,injurylocation,14.5
Dumfries & Galloway,HSC partnership,28.5,Undisclosed,29,2021-06-01,injurylocation,1.8
Dundee City,HSC partnership,68,Undisclosed,43,2021-06-01,injurylocation,-36.8
East Ayrshire,HSC partnership,58,Undisclosed,45,2021-06-01,injurylocation,-22.4
East Dunbartonshire,HSC partnership,55,Undisclosed,68,2021-06-01,injurylocation,23.6
East Lothian,HSC partnership,32,Undisclosed,24,2021-06-01,injurylocation,-25
East Renfrewshire,HSC partnership,33,Undisclosed,27,2021-06-01,injurylocation,-18.2
Edinburgh,HSC partnership,143.5,Undisclosed,116,2021-06-01,injurylocation,-19.2
Falkirk,HSC partnership,88.5,Undisclosed,81,2021-06-01,injurylocation,-8.5
Fife,HSC partnership,124.5,Undisclosed,121,2021-06-01,injurylocation,-2.8
Glasgow City,HSC partnership,386,Undisclosed,406,2021-06-01,injurylocation,5.2
Highland,HSC partnership,80.5,Undisclosed,64,2021-06-01,injurylocation,-20.5
Inverclyde,HSC partnership,37,Undisclosed,54,2021-06-01,injurylocation,45.9
Midlothian,HSC partnership,23.5,Undisclosed,22,2021-06-01,injurylocation,-6.4
Moray,HSC partnership,30.5,Undisclosed,37,2021-06-01,injurylocation,21.3
North Ayrshire,HSC partnership,66.5,Undisclosed,60,2021-06-01,injurylocation,-9.8
North Lanarkshire,HSC partnership,177.5,Undisclosed,174,2021-06-01,injurylocation,-2
Perth & Kinross,HSC partnership,60,Undisclosed,43,2021-06-01,injurylocation,-28.3
Renfrewshire,HSC partnership,85.5,Undisclosed,94,2021-06-01,injurylocation,9.9
Scottish Borders,HSC partnership,30.5,Undisclosed,31,2021-06-01,injurylocation,1.6
Shetland Islands,HSC partnership,7,Undisclosed,5,2021-06-01,injurylocation,-28.6
South Ayrshire,HSC partnership,47,Undisclosed,33,2021-06-01,injurylocation,-29.8
South Lanarkshire,HSC partnership,161.5,Undisclosed,129,2021-06-01,injurylocation,-20.1
West Dunbartonshire,HSC partnership,57,Undisclosed,57,2021-06-01,injurylocation,0
West Lothian,HSC partnership,77.5,Undisclosed,53,2021-06-01,injurylocation,-31.6
Western Isles,HSC partnership,28,Undisclosed,19,2021-06-01,injurylocation,-32.1
Scotland,Scotland,268,0-4,251,2021-06-01,age,-6.3
Scotland,Scotland,1382.5,1 - most deprived,1451,2021-06-01,dep,5
Scotland,Scotland,224,12-17,215,2021-06-01,age,-4
Scotland,Scotland,274,18-24,270,2021-06-01,age,-1.5
Scotland,Scotland,1144.5,2,1207,2021-06-01,dep,5.5
Scotland,Scotland,792,25-44,839,2021-06-01,age,5.9
Scotland,Scotland,1019.5,3,1042,2021-06-01,dep,2.2
Scotland,Scotland,898,4,873,2021-06-01,dep,-2.8
Scotland,Scotland,1060.5,45-64,1110,2021-06-01,age,4.7
Scotland,Scotland,803.5,5 - least deprived,820,2021-06-01,dep,2.1
Scotland,Scotland,388,5-11,329,2021-06-01,age,-15.2
Scotland,Scotland,1001.5,65-79,1064,2021-06-01,age,6.2
Scotland,Scotland,1240,80 and over,1315,2021-06-01,age,6
Scotland,Scotland,5248,All,5393,2021-06-01,all,2.8
Scotland,Scotland,2535,Female,2745,2021-06-01,sex,8.3
Scotland,Scotland,1674.5,Home,1970,2021-06-01,injurylocation,17.6
Scotland,Scotland,2713,Male,2648,2021-06-01,sex,-2.4
Scotland,Scotland,843,Other,914,2021-06-01,injurylocation,8.4
Scotland,Scotland,2252.5,Undisclosed,2053,2021-06-01,injurylocation,-8.9
NHS Ayrshire & Arran,Health board,27,0-4,24,2021-05-01,age,-11.1
NHS Borders,Health board,5,0-4,6,2021-05-01,age,20
NHS Dumfries & Galloway,Health board,6,0-4,9,2021-05-01,age,50
NHS Fife,Health board,18,0-4,15,2021-05-01,age,-16.7
NHS Forth Valley,Health board,16.5,0-4,9,2021-05-01,age,-45.5
NHS Grampian,Health board,31.5,0-4,19,2021-05-01,age,-39.7
NHS Greater Glasgow & Clyde,Health board,66.5,0-4,56,2021-05-01,age,-15.8
NHS Highland,Health board,11,0-4,6,2021-05-01,age,-45.5
NHS Lanarkshire,Health board,37,0-4,25,2021-05-01,age,-32.4
NHS Lothian,Health board,41,0-4,22,2021-05-01,age,-46.3
NHS Tayside,Health board,26,0-4,25,2021-05-01,age,-3.8
NHS Ayrshire & Arran,Health board,150.5,1 - most deprived,136,2021-05-01,dep,-9.6
NHS Borders,Health board,10,1 - most deprived,6,2021-05-01,dep,-40
NHS Dumfries & Galloway,Health board,15.5,1 - most deprived,21,2021-05-01,dep,35.5
NHS Fife,Health board,90.5,1 - most deprived,84,2021-05-01,dep,-7.2
NHS Forth Valley,Health board,69.5,1 - most deprived,62,2021-05-01,dep,-10.8
NHS Grampian,Health board,42,1 - most deprived,40,2021-05-01,dep,-4.8
NHS Greater Glasgow & Clyde,Health board,567.5,1 - most deprived,510,2021-05-01,dep,-10.1
NHS Highland,Health board,40,1 - most deprived,35,2021-05-01,dep,-12.5
NHS Lanarkshire,Health board,220,1 - most deprived,179,2021-05-01,dep,-18.6
NHS Lothian,Health board,111,1 - most deprived,102,2021-05-01,dep,-8.1
NHS Tayside,Health board,110.5,1 - most deprived,90,2021-05-01,dep,-18.6
NHS Ayrshire & Arran,Health board,13.5,12-17,26,2021-05-01,age,92.6
NHS Borders,Health board,8,12-17,6,2021-05-01,age,-25
NHS Dumfries & Galloway,Health board,7,12-17,8,2021-05-01,age,14.3
NHS Fife,Health board,13.5,12-17,12,2021-05-01,age,-11.1
NHS Forth Valley,Health board,13,12-17,16,2021-05-01,age,23.1
NHS Grampian,Health board,18.5,12-17,20,2021-05-01,age,8.1
NHS Greater Glasgow & Clyde,Health board,66.5,12-17,53,2021-05-01,age,-20.3
NHS Highland,Health board,14.5,12-17,8,2021-05-01,age,-44.8
NHS Lanarkshire,Health board,23,12-17,25,2021-05-01,age,8.7
NHS Lothian,Health board,30,12-17,22,2021-05-01,age,-26.7
NHS Tayside,Health board,16.5,12-17,24,2021-05-01,age,45.5
NHS Ayrshire & Arran,Health board,17,18-24,11,2021-05-01,age,-35.3
NHS Dumfries & Galloway,Health board,5.5,18-24,8,2021-05-01,age,45.5
NHS Fife,Health board,16,18-24,10,2021-05-01,age,-37.5
NHS Forth Valley,Health board,13.5,18-24,11,2021-05-01,age,-18.5
NHS Grampian,Health board,28,18-24,24,2021-05-01,age,-14.3
NHS Greater Glasgow & Clyde,Health board,71,18-24,54,2021-05-01,age,-23.9
NHS Highland,Health board,18,18-24,9,2021-05-01,age,-50
NHS Lanarkshire,Health board,30.5,18-24,34,2021-05-01,age,11.5
NHS Lothian,Health board,36,18-24,25,2021-05-01,age,-30.6
NHS Tayside,Health board,31,18-24,18,2021-05-01,age,-41.9
NHS Ayrshire & Arran,Health board,98.5,2,100,2021-05-01,dep,1.5
NHS Borders,Health board,23.5,2,15,2021-05-01,dep,-36.2
NHS Dumfries & Galloway,Health board,43.5,2,45,2021-05-01,dep,3.4
NHS Fife,Health board,109,2,88,2021-05-01,dep,-19.3
NHS Forth Valley,Health board,66,2,63,2021-05-01,dep,-4.5
NHS Grampian,Health board,106.5,2,91,2021-05-01,dep,-14.6
NHS Greater Glasgow & Clyde,Health board,225.5,2,232,2021-05-01,dep,2.9
NHS Highland,Health board,56,2,38,2021-05-01,dep,-32.1
NHS Lanarkshire,Health board,187.5,2,167,2021-05-01,dep,-10.9
NHS Lothian,Health board,177,2,203,2021-05-01,dep,14.7
NHS Tayside,Health board,99.5,2,83,2021-05-01,dep,-16.6
NHS Western Isles,Health board,7.5,2,5,2021-05-01,dep,-33.3
NHS Ayrshire & Arran,Health board,61,25-44,59,2021-05-01,age,-3.3
NHS Borders,Health board,16.5,25-44,7,2021-05-01,age,-57.6
NHS Dumfries & Galloway,Health board,18,25-44,11,2021-05-01,age,-38.9
